radius_m,avg_candidates,median_candidates,pct_unique_candidate,pct_zero_candidate,tecnica
50,27.34911971529762,5.0,0.0006159426488955806,0.46836621212380447,microagregacao_k5
100,97.64025869591254,15.0,0.0006159426488955806,0.37734699813506256,microagregacao_k5
200,372.98863928003146,60.0,0.0007699283111194758,0.29762690984994955,microagregacao_k5
500,2361.9035433811828,450.0,0.0046469450955566585,0.19902133556897703,microagregacao_k5
