radius_m,avg_candidates,median_candidates,pct_unique_candidate,pct_zero_candidate,tecnica
50,19.16587335534758,18.0,0.022786456105531507,0.01425222851472274,permutacao
100,53.77292932058104,53.0,0.0044758499153078855,0.0017588584529573802,permutacao
200,189.45932554279946,201.0,0.0,1.0265710814926344e-05,permutacao
500,1264.2442691669376,1412.0,0.0,1.0265710814926344e-05,permutacao
