Metrica,original,dp_eps_1.0,Impacto_%_(DP_vs_Original)
AUC_ROC,0.7478991596638656,0.7058823529411765,-5.617977528089883
Recall_Surto,0.7058823529411765,0.7647058823529411,8.33333333333332
Precision_Surto,0.8571428571428571,0.8666666666666667,1.1111111111111203
F1_Surto,0.7741935483870968,0.8125,4.94791666666667
Balanced_Accuracy,0.7100840336134454,0.7394957983193278,4.142011834319527
